Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13,0.056000762959256815,0.06423624356512683,0.056000762959256815,0.06149066239595413,1031788800,0.0,0.0
1986-03-14,0.06149062116367773,0.0647851900673609,0.06149062116367773,0.06368657946586609,308160000,0.0,0.0
1986-03-17,0.06368660130022276,0.0653342020421292,0.06368660130022276,0.06478521227836609,133171200,0.0,0.0
1986-03-18,0.06478521402318434,0.06533420380173303,0.06258862345835546,0.06313761323690414,67766400,0.0,0.0
1986-03-19,0.06313760051011061,0.06368659017799816,0.061490631506447915,0.06203962117433548,47894400,0.0,0.0
1986-03-20,0.06203960921730178,0.06203960921730178,0.05984365096898352,0.06039264053106308,58435200,0.0,0.0
1986-03-21,0.0603926665361166,0.06149064613306523,0.05764771754374504,0.058745697140693665,59990400,0.0,0.0
1986-03-24,0.058745689401152,0.058745689401152,0.05654973049656475,0.05709872022271156,65289600,0.0,0.0
1986-03-25,0.05709871797504686,0.058196697384119034,0.056549728270510774,0.058196697384119034,32083200,0.0,0.0
1986-03-26,0.05819671584200479,0.060392675356627776,0.05764772596334904,0.05984368547797203,22752000,0.0,0.0
1986-03-27,0.05984367927066602,0.0609416589140892,0.05984367927066602,0.0609416589140892,16848000,0.0,0.0
1986-03-31,0.06094163009314265,0.06094163009314265,0.059294661406903953,0.06039264053106308,12873600,0.0,0.0
1986-04-01,0.060392675356627776,0.060392675356627776,0.05984368547797203,0.05984368547797203,11088000,0.0,0.0
1986-04-02,0.05984365096898352,0.06149061965522221,0.05984365096898352,0.06039264053106308,27014400,0.0,0.0
1986-04-03,0.0609416589140892,0.06258862837922398,0.0609416589140892,0.0609416589140892,23040000,0.0,0.0
1986-04-04,0.0609416589140892,0.06149064873580079,0.0609416589140892,0.0609416589140892,26582400,0.0,0.0
1986-04-07,0.06094166523528353,0.06149065511393927,0.058745705720660533,0.05984368547797203,16560000,0.0,0.0
1986-04-08,0.05984365096898352,0.06149061965522221,0.05984365096898352,0.06039264053106308,10252800,0.0,0.0
1986-04-09,0.06039268250861467,0.06203965233962386,0.06039268250861467,0.06149066239595413,12153600,0.0,0.0
1986-04-10,0.061490631506447915,0.06258861084222304,0.06039265217067279,0.06203962117433548,13881600,0.0,0.0
1986-04-11,0.06258862345835546,0.06423622424463565,0.06258862345835546,0.06313761323690414,17222400,0.0,0.0
1986-04-14,0.063137589890319,0.0642362004918138,0.063137589890319,0.06368657946586609,12153600,0.0,0.0
1986-04-15,0.06368657946586609,0.06368657946586609,0.06149062116367773,0.06368657946586609,9302400,0.0,0.0
1986-04-16,0.06368659181081888,0.06643217167115573,0.06313760212885612,0.06588318198919296,31910400,0.0,0.0
1986-04-17,0.06588320306406358,0.06643219292163849,0.06588320306406358,0.06643219292163849,22003200,0.0,0.0
1986-04-18,0.0664321673825909,0.0664321673825909,0.06368658769949645,0.06423620879650116,21628800,0.0,0.0
1986-04-21,0.06423620879650116,0.06478519844302359,0.06258860840645158,0.06423620879650116,22924800,0.0,0.0
1986-04-22,0.06423622424463565,0.06423622424463565,0.06313761323690414,0.06313761323690414,15552000,0.0,0.0
1986-04-23,0.06313760756820498,0.06368659729746359,0.06258861783894637,0.06341210007667542,15609600,0.0,0.0
1986-04-24,0.06341208082703681,0.07082407372874856,0.06313758840189246,0.06972609460353851,62352000,0.0,0.0
1986-04-25,0.0702751067282313,0.0771381122707318,0.0702751067282313,0.07411866635084152,85795200,0.0,0.0
1986-04-28,0.07411868738860215,0.07521666717797194,0.07356906604314957,0.07466767728328705,28886400,0.0,0.0
1986-04-29,0.07466765008827715,0.07466765008827715,0.07192207016406386,0.07247105985879898,30326400,0.0,0.0
1986-04-30,0.07247104803093318,0.07302003763606872,0.06917711040011998,0.07082407921552658,30902400,0.0,0.0
1986-05-01,0.07082407372874856,0.07082407372874856,0.06862811547832846,0.06972609460353851,54345600,0.0,0.0
1986-05-02,0.06972609460353851,0.07082407372874856,0.06917710504093348,0.06972609460353851,20246400,0.0,0.0
1986-05-05,0.06972612563206582,0.06972612563206582,0.06917713582515717,0.06917713582515717,3254400,0.0,0.0
1986-05-06,0.06972609460353851,0.07082407372874856,0.06972609460353851,0.06972609460353851,9734400,0.0,0.0
1986-05-07,0.06972609460353851,0.07027508416614354,0.06862811547832846,0.06972609460353851,5155200,0.0,0.0
1986-05-08,0.06972613059119083,0.07027512043714523,0.06917714074523643,0.07027512043714523,3542400,0.0,0.0
1986-05-09,0.07027508416614354,0.07027508416614354,0.06972609460353851,0.06972609460353851,6076800,0.0,0.0
1986-05-12,0.06972613059119083,0.07192208997500844,0.06972613059119083,0.07027512043714523,10483200,0.0,0.0
1986-05-13,0.07027508961039106,0.07137306882066212,0.07027508961039106,0.07082407921552658,3830400,0.0,0.0
1986-05-14,0.07082411028309964,0.07082411028309964,0.07027512043714523,0.07027512043714523,9302400,0.0,0.0
1986-05-15,0.07027512043714523,0.07137310012905404,0.07027512043714523,0.07027512043714523,3801600,0.0,0.0
1986-05-16,0.07027508961039106,0.07247104803093318,0.07027508961039106,0.07082407921552658,11952000,0.0,0.0
1986-05-19,0.07082407372874856,0.07082407372874856,0.06917710504093348,0.06972609460353851,11001600,0.0,0.0
1986-05-20,0.06972612563206582,0.06972612563206582,0.06862814601824851,0.06917713582515717,61977600,0.0,0.0
1986-05-21,0.06917715345860632,0.06972614340545404,0.06807917356491089,0.06807917356491089,8092800,0.0,0.0
1986-05-22,0.06807917356491089,0.0686281635117586,0.06807917356491089,0.06807917356491089,4406400,0.0,0.0
1986-05-23,0.06807917356491089,0.06917715345860632,0.06807917356491089,0.06807917356491089,4089600,0.0,0.0
1986-05-27,0.06807916105332762,0.07027512043714523,0.06807916105332762,0.07027512043714523,13881600,0.0,0.0
1986-05-28,0.07027510107985853,0.07247105985879898,0.07027510107985853,0.07247105985879898,15523200,0.0,0.0
1986-05-29,0.0724710656836723,0.07521664582856202,0.07192207594481205,0.07411866635084152,45676800,0.0,0.0
1986-05-30,0.07466765046435925,0.07796158864936067,0.07466765046435925,0.0768636092543602,27072000,0.0,0.0
1986-06-02,0.07686363686202662,0.07686363686202662,0.07466767728328705,0.07466767728328705,19728000,0.0,0.0
1986-06-03,0.07466767728328705,0.07466767728328705,0.07356906604314957,0.07466767728328705,5011200,0.0,0.0
1986-06-04,0.07466765608970177,0.07521664582856202,0.0735690451613928,0.07411866635084152,4723200,0.0,0.0
1986-06-05,0.07411866406834101,0.07521664351224899,0.07356904289581799,0.07521664351224899,13708800,0.0,0.0
1986-06-06,0.07521664351224899,0.07521664351224899,0.07411866406834101,0.07521664351224899,3427200,0.0,0.0
1986-06-09,0.07521664094807462,0.07521664094807462,0.07192207127809525,0.07192207127809525,12672000,0.0,0.0
1986-06-10,0.07192207127809525,0.07192207127809525,0.07082409187161795,0.07192207127809525,3427200,0.0,0.0
1986-06-11,0.07192207127809525,0.07192207127809525,0.07082409187161795,0.07192207127809525,2304000,0.0,0.0
1986-06-12,0.07192208485970042,0.07192208485970042,0.06862814601824851,0.06917713582515717,13708800,0.0,0.0
1986-06-13,0.06917713582515717,0.06972612563206582,0.06862814601824851,0.06917713582515717,7891200,0.0,0.0
