Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1993-01-29,25.64541283847597,25.64541283847597,25.51782371987659,25.627185821533203,1003200,0.0,0
1993-02-01,25.645407034178913,25.809450149536133,25.645407034178913,25.809450149536133,480500,0.0,0
1993-02-02,25.791225776107822,25.882360849521632,25.736544732059535,25.864133834838867,201300,0.0,0
1993-02-03,25.900589610409703,26.155767833172362,25.882362594498087,26.137540817260742,529400,0.0,0
1993-02-04,26.22866592009862,26.301573956012724,25.93703377644221,26.24689292907715,531500,0.0,0
1993-02-05,26.228673934936523,26.283354978581283,26.082857818550497,26.228673934936523,492100,0.0,0
1993-02-08,26.228673934936523,26.31980900767779,26.192219905840016,26.228673934936523,596100,0.0,0
1993-02-09,26.137531301873477,26.137531301873477,25.991715227664976,26.046396255493164,122100,0.0,0
1993-02-10,26.046389771040964,26.101070785255885,25.973481752087736,26.082843780517578,379600,0.0,0
1993-02-11,26.11930273371711,26.319799823787516,26.11930273371711,26.210437774658203,19500,0.0,0
1993-02-12,26.17398225801678,26.17398225801678,26.009939193725586,26.009939193725586,42500,0.0,0
1993-02-16,25.93705114642979,25.93705114642979,25.317332426135614,25.35378646850586,374800,0.0,0
1993-02-17,25.353781140279427,25.39023517498867,25.244419036151694,25.335554122924805,210900,0.0,0
1993-02-18,25.627181007160054,25.627181007160054,24.971008520490237,25.31732177734375,378100,0.0,0
1993-02-19,25.317319834420466,25.40845489501953,25.28086581018084,25.40845489501953,34900,0.0,0
1993-02-22,25.481372437875898,25.536053494609536,25.408464362231044,25.49959945678711,513600,0.0,0
1993-02-23,25.572507929222095,25.590734948416124,25.35378369889375,25.481372833251953,373700,0.0,0
1993-02-24,25.49959093163916,25.809450149536133,25.49959093163916,25.809450149536133,26300,0.0,0
1993-02-25,25.791225776107822,25.882360849521632,25.736544732059535,25.864133834838867,44500,0.0,0
1993-02-26,25.918810278659635,25.918810278659635,25.772994187077867,25.900583267211914,66200,0.0,0
1993-03-01,25.99173140273434,25.99173140273434,25.79123417592503,25.827688217163086,66500,0.0,0
1993-03-02,25.845897610893832,26.210437774658203,25.809443594517397,26.210437774658203,182400,0.0,0
1993-03-03,26.246900901900105,26.33803597447615,26.21044687286969,26.319808959960938,280100,0.0,0
1993-03-04,26.356268059244393,26.356268059244393,26.17399787902832,26.17399787902832,89500,0.0,0
1993-03-05,26.210453499628844,26.319815614369993,26.08286436576417,26.101091384887695,40000,0.0,0
1993-03-08,26.155760034185942,26.684343338012695,26.155760034185942,26.684343338012695,50800,0.0,0
1993-03-09,26.629677613685196,26.64790463463912,26.538542508915565,26.593223571777344,169300,0.0,0
1993-03-10,26.59322428540231,26.647905349731445,26.483862156744042,26.647905349731445,194400,0.0,0
1993-03-11,26.666133968264315,26.739042058403108,26.538544810521422,26.57499885559082,70900,0.0,0
1993-03-12,26.356278671296373,26.374505696656882,26.13755436697026,26.301597595214844,643600,0.0,0
1993-03-15,26.28336777259564,26.429183959960938,26.28336777259564,26.429183959960938,310800,0.0,0
1993-03-16,26.429183959960938,26.50209205364359,26.429183959960938,26.429183959960938,30800,0.0,0
1993-03-17,26.39272394650186,26.39272394650186,26.228680772801226,26.265134811401367,21800,0.0,0
1993-03-18,26.374502889698952,26.538546100484915,26.374502889698952,26.429183959960938,59300,0.0,0
1993-03-19,26.535676369809345,26.535676369809345,26.389171600341797,26.389171600341797,66900,0.213,0
1993-03-22,26.13280096539899,26.297618911221406,26.11448786030761,26.242679595947266,183400,0.0,0
1993-03-23,26.31592815367292,26.334241256076314,26.260988846462748,26.29761505126953,55200,0.0,0
1993-03-24,26.260988846462748,26.407493665689877,26.132797129639012,26.29761505126953,37200,0.0,0
1993-03-25,26.315937526663284,26.517381724849294,26.27931130881128,26.46244239807129,110100,0.0,0
1993-03-26,26.444113469239984,26.46242656721037,26.29760868547688,26.315921783447266,101500,0.0,0
1993-03-29,26.3342481389776,26.55400542525558,26.3342481389776,26.425813674926758,87100,0.0,0
1993-03-30,26.462435376339315,26.499061584472656,26.425809168205973,26.499061584472656,56000,0.0,0
1993-03-31,26.572297427334398,26.645549797912853,26.480731964111328,26.480731964111328,111600,0.0,0
1993-04-01,26.5173632736259,26.5173632736259,26.334232311791467,26.389171600341797,129500,0.0,0
1993-04-02,26.16942236053445,26.16942236053445,25.839786529541016,25.839786529541016,59400,0.0,0
1993-04-05,26.04122801593732,26.04122801593732,25.894723216972835,25.967975616455078,172200,0.0,0
1993-04-06,26.022911761066702,26.022911761066702,25.821467686913476,25.89472007751465,129700,0.0,0
1993-04-07,25.931344965799667,25.986284255981445,25.876405675617885,25.986284255981445,28000,0.0,0
1993-04-08,26.09616221049005,26.09616221049005,25.839778862457166,25.949657440185547,180800,0.0,0
1993-04-12,26.20604319562494,26.334234881417654,26.169416999684167,26.315921783447266,348500,0.0,0
1993-04-13,26.297610563702055,26.46242845720715,26.27929746442371,26.37086296081543,146100,0.0,0
1993-04-14,26.389171618911256,26.407484715107586,26.315919234125936,26.334232330322266,119600,0.0,0
1993-04-15,26.315919234125936,26.389171618911256,26.22435375314429,26.334232330322266,148600,0.0,0
1993-04-16,26.352545426518596,26.389171618911256,26.29760613792961,26.334232330322266,47900,0.0,0
1993-04-19,26.334236198297425,26.407488593842064,26.206044506094308,26.22435760498047,157000,0.0,0
1993-04-20,26.187732107597483,26.22435830634937,25.93134871633429,26.096166610717773,279500,0.0,0
1993-04-21,26.151102730397426,26.151102730397426,26.00459795319632,26.077850341796875,67900,0.0,0
