Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12,0.10060006380081177,0.10103743110922511,0.10060006380081177,0.10060006380081177,469033600,0.0,0.0
1980-12-15,0.09578904834888398,0.09578904834888398,0.0953516811132431,0.0953516811132431,175884800,0.0,0.0
1980-12-16,0.08879043651042237,0.08879043651042237,0.08835307508707047,0.08835307508707047,105728000,0.0,0.0
1980-12-17,0.09053988754749298,0.0909772547800551,0.09053988754749298,0.09053988754749298,86441600,0.0,0.0
1980-12-18,0.09316489100456238,0.09360225253441452,0.09316489100456238,0.09316489100456238,73449600,0.0,0.0
1980-12-19,0.09885057806968689,0.09928794525342984,0.09885057806968689,0.09885057806968689,48630400,0.0,0.0
1980-12-22,0.10366163402795792,0.10409978391737436,0.10366163402795792,0.10366163402795792,37363200,0.0,0.0
1980-12-23,0.10803603380918503,0.10847340107690567,0.10803603380918503,0.10803603380918503,46950400,0.0,0.0
1980-12-24,0.11372185498476028,0.11415922256682552,0.11372185498476028,0.11372185498476028,48003200,0.0,0.0
1980-12-26,0.12421935796737671,0.1246567254387258,0.12421935796737671,0.12421935796737671,55574400,0.0,0.0
1980-12-29,0.1259688287973404,0.12640619631252112,0.1259688287973404,0.1259688287973404,93161600,0.0,0.0
1980-12-30,0.12334456946852035,0.12334456946852035,0.12290721386671066,0.12290721386671066,68880000,0.0,0.0
1980-12-31,0.11984568425740647,0.11984568425740647,0.11940831691026688,0.11940831691026688,35750400,0.0,0.0
1981-01-02,0.12072034180164336,0.1215950760215269,0.12072034180164336,0.12072034180164337,21660800,0.0,0.0
1981-01-05,0.11853357314712598,0.11853357314712598,0.11809621751308441,0.11809621751308441,35728000,0.0,0.0
1981-01-06,0.11328444227412818,0.11328444227412818,0.11284707486629486,0.11284707486629486,45158400,0.0,0.0
1981-01-07,0.10847340107690567,0.10847340107690567,0.10803603380918503,0.10803603380918503,55686400,0.0,0.0
1981-01-08,0.10628659938308924,0.10628659938308924,0.1058492437005043,0.1058492437005043,39827200,0.0,0.0
1981-01-09,0.11153499037027359,0.1119723578018226,0.11153499037027359,0.11153499037027359,21504000,0.0,0.0
1981-01-12,0.11153500807996325,0.11153500807996325,0.11066028475761414,0.11066028475761414,23699200,0.0,0.0
1981-01-13,0.10716127919837681,0.10716127919837681,0.10672391206026077,0.10672391206026077,23049600,0.0,0.0
1981-01-14,0.10716131329536438,0.10759868057264359,0.10716131329536438,0.10716131329536438,14291200,0.0,0.0
1981-01-15,0.10934811830520631,0.11022284102256596,0.10934811830520631,0.1093481183052063,14067200,0.0,0.0
1981-01-16,0.10891079496834505,0.10891079496834505,0.10847342759370804,0.10847342759370804,13395200,0.0,0.0
1981-01-19,0.11503388732671738,0.11547125468550734,0.11503388732671738,0.11503388732671738,41574400,0.0,0.0
