Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,0.2528650559690069,0.2690051575898355,0.25107181244167137,0.2672119140625,0.2672119140625,183198400
1990-01-03,0.27259244439388586,0.27259244439388586,0.2690051198005676,0.2690051198005676,0.2690051198005676,207995200
1990-01-04,0.2743856707696337,0.2779721567866155,0.26721183674925864,0.2699025273323059,0.2699025273323059,221513600
1990-01-05,0.2707991600036621,0.2743856699540504,0.2654185690077712,0.2707991600036621,0.2707991600036621,123312000
1990-01-08,0.2690050421834762,0.2725923657417297,0.26541853272338634,0.2725923657417297,0.2725923657417297,101572800
1990-01-09,0.2725924038170758,0.2725924038170758,0.26541856979670075,0.2699025273323059,0.2699025273323059,86139200
1990-01-10,0.26990263491602745,0.26990263491602745,0.2564515949899453,0.25824567675590515,0.25824567675590515,199718400
1990-01-11,0.2600388695731993,0.2600388695731993,0.2474852800369263,0.2474852800369263,0.2474852800369263,211052800
1990-01-12,0.2456920366646956,0.2492785473532288,0.24210471187771976,0.2474852800369263,0.2474852800369263,171897600
1990-01-15,0.24748528792592955,0.2564515529610413,0.24569204449653625,0.24569204449653625,0.24569204449653625,161739200
1990-01-16,0.2403114074631764,0.2510717519660829,0.2349316542329156,0.2501751184463501,0.2501751184463501,214244800
1990-01-17,0.24927849245496625,0.24927849245496625,0.2367249056833525,0.2385181486606598,0.2385181486606598,197299200
1990-01-18,0.23672487769158185,0.2403113632221087,0.23134428740949695,0.2322417348623276,0.2322417348623276,273291200
1990-01-19,0.2421047195952085,0.24748528792592955,0.24031145222174266,0.24569204449653625,0.24569204449653625,265137600
1990-01-22,0.2438979015366481,0.2474852255335924,0.23851814866065985,0.2385181486606598,0.2385181486606598,145611200
1990-01-23,0.2421046793460846,0.2456920036510312,0.23672492600819875,0.2421046793460846,0.2421046793460846,140873600
1990-01-24,0.2331384940083704,0.24569208606894435,0.2313444122328677,0.2438980042934417,0.2438980042934417,169792000
1990-01-25,0.24569195578118624,0.24927846528901546,0.2438978749570651,0.2447953224182129,0.2447953224182129,111540800
1990-01-26,0.24389797277579064,0.24389797277579064,0.23134438233745105,0.2349317073822021,0.2349317073822021,181249600
1990-01-29,0.2367249056833525,0.24031139163796705,0.2304477052484141,0.2385181486606598,0.2385181486606598,119929600
1990-01-30,0.23851824915090605,0.24748532980176396,0.2367250054180864,0.2438980042934417,0.2438980042934417,116446400
1990-01-31,0.24748532980176396,0.24927859747866035,0.2367250054180864,0.2438980042934417,0.2438980042934417,143942400
1990-02-01,0.2474852018043153,0.2483818351790316,0.2403113685965285,0.2412080019712448,0.2412080019712448,117073600
1990-02-02,0.2385182087923493,0.2492785552993955,0.2385182087923493,0.24569204449653625,0.24569204449653625,118473600
1990-02-05,0.24569205623311066,0.25286505423740663,0.24389797467547397,0.2510718107223511,0.2510718107223511,101752000
1990-02-06,0.249278411269188,0.2510716536624664,0.24389782210323704,0.249278411269188,0.249278411269188,73920000
1990-02-07,0.2367249056833525,0.2438979015366481,0.2331383957846715,0.2385181486606598,0.2385181486606598,312446400
1990-02-08,0.2385181261258318,0.2403113689337162,0.23134429290797925,0.2367248833179474,0.2367248833179474,186636800
1990-02-09,0.24031145222174266,0.24748528792592955,0.2385182087923493,0.24569204449653625,0.24569204449653625,168078400
1990-02-12,0.24569208606894435,0.24748532980176396,0.2421047605606221,0.2438980042934417,0.2438980042934417,74916800
1990-02-13,0.2438979552499505,0.25107179072545954,0.24210471187771976,0.2474852800369263,0.2474852800369263,102166400
1990-02-14,0.24748528792592955,0.2492785552993955,0.2421047195952085,0.24569204449653625,0.24569204449653625,96062400
1990-02-15,0.2421047195952085,0.24569204449653625,0.24031145222174266,0.24569204449653625,0.24569204449653625,97966400
1990-02-16,0.2464835321597748,0.2482825524553033,0.2428846508264542,0.24288465082645416,0.24288465082645416,127209600
1990-02-20,0.2410856187343597,0.2428846631423193,0.2374875779608581,0.2410856187343597,0.2410856187343597,123244800
1990-02-21,0.2356885329648212,0.24648354404311465,0.2338895125825592,0.24468368291854856,0.24468368291854856,175907200
1990-02-22,0.2446836440563353,0.24828252499156625,0.2374875396490097,0.2374875396490097,0.2374875396490097,195182400
1990-02-23,0.2356884486380744,0.2410855318750518,0.2356884486380744,0.2392865121364593,0.2392865121364593,149956800
1990-02-26,0.2374875773682919,0.24648354404311465,0.2374875773682919,0.24468368291854856,0.24468368291854856,79609600
1990-02-27,0.24468368352907016,0.2464835446581272,0.2410856187343597,0.2410856187343597,0.2410856187343597,73953600
1990-02-28,0.2410856181328159,0.24468368291854856,0.2392865977505539,0.24468368291854856,0.24468368291854856,109334400
1990-03-01,0.24108553599742186,0.2500815236286117,0.23928651622806765,0.2464834600687027,0.2464834600687027,203896000
1990-03-02,0.2410856065097181,0.25008159677203945,0.2392865862141896,0.24288465082645416,0.24288465082645416,104899200
1990-03-05,0.2410855913706312,0.25008158106804496,0.2410855913706312,0.2482825368642807,0.2482825368642807,182470400
1990-03-06,0.25188055369303397,0.2536795735359192,0.24828248998606198,0.2536795735359192,0.2536795735359192,156016000
1990-03-07,0.2518806142138685,0.2590775600779155,0.2518806142138685,0.2545791566371918,0.2545791566371918,204220800
1990-03-08,0.25727759791423177,0.26627356051674644,0.2518805151893979,0.2644745409488678,0.2644745409488678,223843200
1990-03-09,0.2644746020477945,0.2698716860194628,0.2608765380596146,0.2653741240501404,0.2653741240501404,230473600
1990-03-12,0.2680726326855519,0.2698716524452275,0.2608765056044489,0.2635750472545624,0.2635750472545624,163956800
1990-03-13,0.26267558206430625,0.2680726660359745,0.2608765380596146,0.2653741240501404,0.2653741240501404,148579200
1990-03-14,0.26447465699185946,0.26807272172753,0.2626756366346284,0.2662736773490906,0.2662736773490906,101785600
1990-03-15,0.2626755213809891,0.2734705035513825,0.2626755213809891,0.2644745409488678,0.2644745409488678,120232000
1990-03-16,0.28786372803778915,0.2932608136712643,0.2815663034038321,0.28966274857521057,0.28966274857521057,644761600
1990-03-19,0.2914616642888794,0.30585473621781306,0.2878636245080661,0.3049552142620087,0.3049552142620087,431793600
1990-03-20,0.3040557828233185,0.3094537088647722,0.293260795503945,0.2977591753005981,0.2977591753005981,391316800
1990-03-21,0.2968596205536513,0.3040557249080702,0.2968596205536513,0.299558162689209,0.299558162689209,152734400
1990-03-22,0.3004577596502944,0.3040558007139496,0.2932608127593994,0.2932608127593994,0.2932608127593994,231660800
1990-03-23,0.2968597327039645,0.3094537668295495,0.2950598711985289,0.3040558397769928,0.3040558397769928,227987200
1990-03-26,0.3058548845611602,0.3121523099845868,0.3022568190140392,0.3040558397769928,0.3040558397769928,128060800
1990-03-27,0.3022567629814148,0.3040557834108644,0.2968596776718565,0.3022567629814148,0.3022567629814148,84604800
1990-03-28,0.3022566152666498,0.30315613705237715,0.2950596723025084,0.2968595325946808,0.2968595325946808,102939200
1990-03-29,0.2950597597317953,0.2986586406406109,0.29326073964846977,0.2959600985050201,0.2959600985050201,96891200
1990-03-30,0.28786372803778915,0.2950598342086857,0.28786372803778915,0.28966274857521057,0.28966274857521057,223350400
1990-04-02,0.28786372803778915,0.29236129139194816,0.2842656629417355,0.28966274857521057,0.28966274857521057,148769600
1990-04-03,0.2914616680314869,0.3004576563835144,0.2914616680314869,0.3004576563835144,0.3004576563835144,139708800
1990-04-04,0.2986585521449379,0.3022566152666498,0.2932606527522513,0.2968595325946808,0.2968595325946808,149732800
1990-04-05,0.2950598342086857,0.2968596954884837,0.28786372803778915,0.28966274857521057,0.28966274857521057,108192000
1990-04-06,0.2896627507244093,0.2968596976910814,0.2860646856016593,0.28696420788764954,0.28696420788764954,118238400
1990-04-09,0.2860646112727581,0.2986586406406109,0.2842655911894325,0.2959600985050201,0.2959600985050201,105481600
1990-04-10,0.2968595325946808,0.3022566152666498,0.2950596723025084,0.2968595325946808,0.2968595325946808,131320000
1990-04-11,0.29865869742176,0.3094537087586404,0.29865869742176,0.30585482716560364,0.30585482716560364,213158400
1990-04-12,0.3094536928704405,0.3166497982236072,0.3058548114621801,0.3112527132034302,0.3112527132034302,211803200
1990-04-16,0.3130518459536097,0.31844893249775397,0.3112528010914184,0.3148508667945862,0.3148508667945862,226889600
1990-04-17,0.3112527132034302,0.3130517575576278,0.3076538317951698,0.3112527132034302,0.3112527132034302,131107200
1990-04-18,0.3112527132034302,0.3148507778906175,0.3058548114621801,0.3112527132034302,0.3112527132034302,193446400
1990-04-19,0.30045776058453744,0.3103532262933374,0.28786372803778915,0.28966274857521057,0.28966274857521057,481476800
1990-04-20,0.2941603359505804,0.2986587160259052,0.2860646834791569,0.28966274857521057,0.28966274857521057,323523200
1990-04-23,0.2896627193213745,0.29146173967710803,0.2842656342329659,0.2860646545886993,0.2860646545886993,128352000
1990-04-24,0.2878635894905102,0.29146162883363513,0.27706858267676515,0.27886760234832764,0.27886760234832764,303732800
1990-04-25,0.27886760234832764,0.2806666460410893,0.2752695630052027,0.27886760234832764,0.27886760234832764,132574400
1990-04-26,0.2806667373910753,0.2842656186475178,0.2743701304594203,0.2797672152519226,0.2797672152519226,142161600
1990-04-27,0.2806666212689014,0.2842655010363541,0.2788675777349269,0.2815661430358887,0.2815661430358887,116412800
1990-04-30,0.28246571557042194,0.28606459629075404,0.2806666955813161,0.28336605429649353,0.28336605429649353,136393600
1990-05-01,0.2860645635874243,0.28786360739206424,0.28336602190166515,0.2851650416851044,0.2851650416851044,163609600
1990-05-02,0.2860646545886993,0.2878636989656411,0.2824657731349408,0.2860646545886993,0.2860646545886993,135430400
1990-05-03,0.2860646571886621,0.28966272195403914,0.2860646571886621,0.28786370158195496,0.28786370158195496,166308800
1990-05-04,0.28786370158195496,0.2932607867194162,0.2824657757021944,0.28786370158195496,0.28786370158195496,169534400
1990-05-07,0.2860645813401909,0.30045765330654484,0.2860645813401909,0.2986586093902588,0.2986586093902588,135990400
1990-05-08,0.2950597318797044,0.3022566762970219,0.2950597318797044,0.3004576563835144,0.3004576563835144,112459200
1990-05-09,0.2995581598141053,0.3022567019237629,0.2968596177044477,0.3013571798801422,0.3013571798801422,97238400
1990-05-10,0.300457741971372,0.300457741971372,0.2914617510567625,0.2977591753005981,0.2977591753005981,179043200
1990-05-11,0.2977590317924437,0.3076536994194789,0.2932606541638319,0.3067542016506195,0.3067542016506195,215241600
1990-05-14,0.3076537600587469,0.3076537600587469,0.2968595925352969,0.3004576563835144,0.3004576563835144,226385600
1990-05-15,0.29775909048144944,0.3022566762970219,0.2950597318797044,0.3004576563835144,0.3004576563835144,149385600
1990-05-16,0.3004576847414631,0.3004576847414631,0.29505975972818344,0.299558162689209,0.299558162689209,87304000
1990-05-17,0.30045765330654484,0.3040556930967125,0.2950597288580146,0.2986586093902588,0.2986586093902588,153585600
1990-05-18,0.2968596655078083,0.2986586858635417,0.2842656342329659,0.2860646545886993,0.2860646545886993,258462400
1990-05-21,0.2850542962551117,0.2886623434009461,0.2796413945054526,0.2850542962551117,0.2850542962551117,262483200
1990-05-22,0.2895643987518689,0.299487343479913,0.2886624048393209,0.29858532547950745,0.29858532547950745,301089600
1990-05-23,0.2976833110768856,0.3067034181964985,0.2976833110768856,0.3030953705310821,0.3030953705310821,207513600
1990-05-24,0.3048993823198624,0.3048993823198624,0.2994873228656658,0.3030953705310821,0.3030953705310821,148131200
1990-05-25,0.28505432649107953,0.2940744332685102,0.28144545997546816,0.2886623740196228,0.2886623740196228,323321600
